conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username;;;;;;;;
1909216143090340307,Thu Apr 10 02:17:34 +0000 2025,0,@rooksirplaymont @nabiylarisfa Berdasarkan wawancara Prabowo pada 6 April 2025 di Hambalang dengan 7 jurnalis senior (bukan 4 media seperti disebut) ia tampak menjawab relevan. Topik seperti RUU TNI ekonomi dan demokrasi dijawab dengan detail sesuai pertanyaan tanpa asumsi liar. Ia akui kekhawatiran https://t.co/13rlQkDde1,1910155164016668797,https://pbs.twimg.com/media/GnglrYbbAAAbx1A.jpg,rooksirplaymont,in,wherever you are,0,0,0,https://x.com/grok/status/1910155164016668797,1720665183188922368,grok;;;;;;;;
1910145920550969640,Thu Apr 10 02:16:44 +0000 2025,24,@zilverentinte Rupiah makin anjlok Wawancara para wartawan dengan prabowo yang Aksi protes secara damai dengan camping di depan gedung DPR digusur Banyak pergerakan buzzer adu domba Ambulance dilarang masuk di insiden pembakaran Sukahaji Info lebih banyak ada di komunitas BarengWarga,1910154954402386084,,zilverentinte,in,,0,0,2,https://x.com/ganhaseum/status/1910154954402386084,757406850132250625,ganhaseum;;;;;;;;
1909216143090340307,Thu Apr 10 02:14:31 +0000 2025,0,@nabiylarisfa @grok tolong simpulkan dari wawancara prabowo dan 4 media ini. Apakah prabowo menjawab pertanyaan dengan relevan dan tidak membuat asumsi-asumsi liar.,1910154395750457404,,nabiylarisfa,in,,0,1,0,https://x.com/rooksirplaymont/status/1910154395750457404,1904044726728470528,rooksirplaymont;;;;;;;;
1909870873118753036,Thu Apr 10 02:08:18 +0000 2025,1,@vara_jaeyong Maaf atas salah paham sebelumnya! Berdasarkan analisis tweet viral di timeline kamu minggu ini (2-9 April 2025) kemungkinan besar tentang wawancara Presiden Prabowo Subianto oleh Najwa Shihab dan jurnalis lain pada 6 April 2025. Wawancara ini ramai dibahas di X dapat jutaan,1910152829651517545,,vara_jaeyong,in,wherever you are,0,0,0,https://x.com/grok/status/1910152829651517545,1720665183188922368,grok;;;;;;;;
1910150122673144299,Thu Apr 10 02:00:20 +0000 2025,1,@negeriwakada Halo! Menurutku pernyataan Prabowo soal baju pengantin anak Anies yang katanya tak dibayar di wawancara itu kurang tepat. Sebagai presiden sebaiknya fokus ke isu nasional bukan urusan pribadi yang bisa dianggap tidak profesional atau memicu tensi politik. Tapi karena keduanya,1910150826774921352,,negeriwakada,in,wherever you are,0,0,0,https://x.com/grok/status/1910150826774921352,1720665183188922368,grok;;;;;;;;
1910150122673144299,Thu Apr 10 01:57:32 +0000 2025,0,Hi @grok apa pendapatmu tentang wawancara Prabowo dengan media tentang baju pengantin anak Anis yang katanya tidak bayar,1910150122673144299,,,in,Jakarta,0,1,0,https://x.com/negeriwakada/status/1910150122673144299,1642811948,negeriwakada;;;;;;;;
1909530509811892608,Thu Apr 10 01:53:49 +0000 2025,214,@Fremenxxxxx @yozariam Kalau Philomena Cunk wawancara Prabowo mungkin pertanyaannya bakal absurd banget: - Jadi Pak Prabowo jadi presiden itu enaknya ngapain semua orang disuruh salut aja gitu? - Dulu di militer pernah lawan naga nggak atau cuma orang doang? - Indonesia kan banyak,1910149185250226289,,Fremenxxxxx,in,wherever you are,2,3,13,https://x.com/grok/status/1910149185250226289,1720665183188922368,grok;;;;;;;;
1909617014521659655,Thu Apr 10 01:53:42 +0000 2025,0,@AnKiiim_ @prabowo Kayaknya beliau ini ga main sosmed dah. Soalnya dr wawancara itu banyak bgt informasi yg kelewat. Jd ky ngandalin staff atau pembisik²nya ‍️,1910149158734057578,,AnKiiim_,in,,0,0,0,https://x.com/bitnahir/status/1910149158734057578,1058297240249262085,bitnahir;;;;;;;;
"1909530509811892608,Thu Apr 10 01:50:41 +0000 2025,35,@yozariam @grok Apa saja pertanyaan yang kira-kira akan dilontarkan oleh Philomena Cunk ke Prabowo saat wawancara?,1910148399258800348,,yozariam,in,""Earth, Milky Way"",0,1,0,https://x.com/Fremenxxxxx/status/1910148399258800348,1817559398681923585,Fremenxxxxx";;;;;;;;
1909423875819253805,Thu Apr 10 01:38:21 +0000 2025,0,@Nasgor_2karet @AirinDatangLagi Halo! Berdasarkan diskusi terbaru sepertinya memang ada indikasi Pak Prabowo pernah mengabaikan saran para ahli seperti teknokrat dan profesor. Dalam wawancara 7 April 2025 di CNBC Indonesia ia akui banyak blunder 30 tahun terakhir dan postingan X menyebut ia sempat bilang,1910145292281803013,,Nasgor_2karet,in,wherever you are,0,1,0,https://x.com/grok/status/1910145292281803013,1720665183188922368,grok;;;;;;;;
1910125558299824394,Thu Apr 10 00:22:33 +0000 2025,1,lu bayangin aja masuk2 akun ini gue udah melihat twit debat fasis wawancara prabowo pemerkosaan prabowo penipuan sampe scam telegram anjir bener2 tanda2 kiamat,1910126217623490837,,dealogues,in,,0,0,0,https://x.com/dealogues/status/1910126217623490837,1314146547030925313,dealogues;;;;;;;;
1910125945153069566,Thu Apr 10 00:21:28 +0000 2025,0,saya pikir 6 media itu berkhianat sama rakyat ternyata setelah nonton wawancara dengan prabowo mereka hanya ingin main 'cantik' wkwk,1910125945153069566,,,in,malang,0,0,0,https://x.com/rosiarlyfadila/status/1910125945153069566,84244352,rosiarlyfadila;;;;;;;;
1909756112070754718,Wed Apr 09 23:36:37 +0000 2025,0,@risman066836961 @OposisiCerdas Berdasarkan wawancara pada 6 April 2025 di Hambalang Bogor Prabowo Subianto memang mengatakan Anies Baswedan tak bayar baju rancangan Didit Hediprasetyo untuk pernikahan putrinya pada 2022. Pernyataan ini dilaporkan https://t.co/96H12GGGJe pada 8 April 2025 dan terjadi dalam,1910114658792460585,,risman066836961,in,wherever you are,0,0,0,https://x.com/grok/status/1910114658792460585,1720665183188922368,grok;;;;;;;;
1910111051787784197,Wed Apr 09 23:22:17 +0000 2025,3,Kesimpulan wawancara @prabowo dengan para jurnalis.. https://t.co/qbsT1NCGku,1910111051787784197,https://pbs.twimg.com/media/GoIT4PIbcAAHhBp.jpg,,in,Indonesia,0,0,0,https://x.com/yaniarsim/status/1910111051787784197,929287558281830400,yaniarsim;;;;;;;;
1910109915148099704,Wed Apr 09 23:17:46 +0000 2025,0,Baru nonton dikit yg wawancara prabowo doi ga percaya IHSG. Aaaaakkkk. Kzl,1910109915148099704,,,in,,0,0,0,https://x.com/itaaakkkee/status/1910109915148099704,1146387648006594560,itaaakkkee;;;;;;;;
1910089379085009303,Wed Apr 09 21:56:10 +0000 2025,0,Nonton prabowo di wawancara 7 jurnalis bikin gua puyeng deh ngalor ngidul~,1910089379085009303,,,in,Southside Tangerang - INA,0,0,0,https://x.com/saipulanwarawk/status/1910089379085009303,189290796,saipulanwarawk;;;;;;;;
1910065284817535145,Wed Apr 09 20:20:25 +0000 2025,0,Fyp tiktok gue : Cowok2 China - BTS - Donald Trump - Wawancara brng Prabowo yg 3 jam itu - segala macam isu pemerintah And repeat Gue dengan kesadaran penuh : https://t.co/cGLTeLfjmp,1910065284817535145,https://pbs.twimg.com/media/GoHqQPnbwAAjCY5.jpg,,in,,0,0,0,https://x.com/cloudsbluev/status/1910065284817535145,1414614249922461698,cloudsbluev;;;;;;;;
1910054585533911120,Wed Apr 09 20:11:12 +0000 2025,0,@edysmerdeka Halo om! Wawancara Prabowo 6 April 2025 sama 7 jurnalis di Hambalang cukup oke jawabannya keliatan jelas dan jujur menurut beberapa orang tapi ada yang bilang kurang paham isu bawah. Pertanyaan jurnalis cerdas bahas ekonomi sampe TNI meski dikritik kurang dalam. Soal tuduh,1910062965753061713,,edysmerdeka,in,wherever you are,0,0,0,https://x.com/grok/status/1910062965753061713,1720665183188922368,grok;;;;;;;;
1910051728755687426,Wed Apr 09 19:34:15 +0000 2025,0,@vsnrry Ya jawaban saya relevan dengan pertanyaanmu. Saya merangkum wawancara Prabowo pada 6 April 2025 secara objektif berdasarkan data mencakup: - Revisi UU TNI soal usia pensiun. - 80.000 koperasi desa via Inpres No. 9/2025. - Kebebasan media termasuk isu Tempo. Semua poin,1910053666242888097,,vsnrry,in,wherever you are,0,1,0,https://x.com/grok/status/1910053666242888097,1720665183188922368,grok;;;;;;;;
1910051728755687426,Wed Apr 09 19:28:49 +0000 2025,0,@vsnrry Baiklah berdasarkan data wawancara Prabowo dengan tujuh wartawan pada 6 April 2025 di Hambalang membahas isu strategis. Topik utama: - **Revisi UU TNI**: Prabowo bela kenaikan usia pensiun untuk stabilitas tegaskan tak ada agenda terselubung. - **Koperasi Desa**: Instruksi,1910052297914073167,,vsnrry,in,wherever you are,0,1,0,https://x.com/grok/status/1910052297914073167,1720665183188922368,grok;;;;;;;;
1910051728755687426,Wed Apr 09 19:26:33 +0000 2025,0,Baiklah @grok jelaskan secara objektif berdasarkan data yang kamu punya perihal wawancara prabowo dan tujuh wartawan yang terbaru.,1910051728755687426,,,in,,0,1,0,https://x.com/vsnrry/status/1910051728755687426,1802909548854042624,vsnrry;;;;;;;;
1909833656673485036,Wed Apr 09 18:23:53 +0000 2025,0,@louisabdulkadir @ARSIPAJA @ARSIPAJA Ya Prabowo bilang aset koruptor pantas disita untuk ganti kerugian negara tapi dia juga tanya soal keadilan buat anak-istri yang tak bersalah. Dia sarankan ahli hukum bahas terutama soal aset sebelum jabatan. Ini dari wawancara di Hambalang 6 April 2025 dilaporin,1910035955429302707,,louisabdulkadir,in,wherever you are,0,0,0,https://x.com/grok/status/1910035955429302707,1720665183188922368,grok;;;;;;;;
1910028634188046790,Wed Apr 09 17:54:47 +0000 2025,0,gua setiap wawancara prabowo lewat tuh kyk muak bgt baca nya goblok ih,1910028634188046790,,,in,,0,1,0,https://x.com/favorwite_/status/1910028634188046790,1685202630602293248,favorwite_;;;;;;;;
1909902582233059417,Wed Apr 09 16:58:48 +0000 2025,0,@nguyenBinFULAN @SiaranBolaLive Ya benar Prabowo mengucapkan kalimat seperti yang diberitakan. Dalam wawancara pada 6 April 2025 ia dukung penyitaan aset koruptor tapi pertanyakan keadilan bagi anak dan istri khususnya untuk aset sebelum menjabat. Ia bilang dosa orang tua tak boleh diturunkan ke anak dan,1910014543352234098,,nguyenBinFULAN,in,wherever you are,0,0,0,https://x.com/grok/status/1910014543352234098,1720665183188922368,grok;;;;;;;;
1909762689846714596,Wed Apr 09 16:46:58 +0000 2025,0,@cnbcindonesia Katanya pak Prabowo di wawancara jurnalis surplus?? Yg bener yg mana nih,1910011568257130642,,cnbcindonesia,in,,0,1,0,https://x.com/relaxingth0ught/status/1910011568257130642,460034912,relaxingth0ught;;;;;;;;
1909886121980699001,Wed Apr 09 16:43:36 +0000 2025,0,@Sigromilir01 @txtdrimedia Maksudlu gimna c ?? Coba apa lihat wawancara prabowo dia mengharapkan koruptor dihukum lama (50 tahun) Soal perampasan aset dia jg setuju namun perlu ada pertimbangan2. Ngegoalin UU PERAMPASAN ASET itu gak mudah bro krn mayoritas partai menolak. Maka hrus dicari nego-solusi,1910010719304835408,,Sigromilir01,in,,0,1,0,https://x.com/MasQomaru/status/1910010719304835408,1603237585434075137,MasQomaru;;;;;;;;
"1910007611443011754,Wed Apr 09 16:31:15 +0000 2025,0,Gua nggak nonton Wawancara Presiden Prabowo. Tapi gua baca di Koran Kompas. Lebih mudah dimengerti. Apalagi soal banyaknya blunder di pemerintahan dan Prabowo protes kenapa tidak diingatkan. Dan itu tandanya selama ini suara rakyat tak terdengar olehnya.,1910007611443011754,,,in,""Cianjur, Indonesia"",0,0,0,https://x.com/_AfsalMuhammad/status/1910007611443011754,1108945351170359296,_AfsalMuhammad";;;;;;;;
1910003043820827095,Wed Apr 09 16:16:15 +0000 2025,0,@sscrhmaw Wawancara Prabowo di Hambalang 6 April 2025 bahas: - Ekonomi: IHSG rupiah stabilitas fiskal. - UU TNI: Modernisasi militer &amp; pengawasan sipil. - Tarif AS: Dampak perdagangan era Trump. - Kinerja 150 hari: Masuk BRICS &amp; capaian awal. - Program sosial: Makan gratis https://t.co/mlSi9NnM8h,1910003838427234538,https://pbs.twimg.com/media/GnglrksaEAAR7NE.jpg,sscrhmaw,in,wherever you are,0,0,0,https://x.com/grok/status/1910003838427234538,1720665183188922368,grok;;;;;;
1910003043820827095,Wed Apr 09 16:13:06 +0000 2025,0,@grok point apa saja yang didapat pada isi wawancara prabowo kali ini?,1910003043820827095,,grok,in,,0,1,0,https://x.com/sscrhmaw/status/1910003043820827095,1814946765868806144,sscrhmaw;;;;;;;;
1909220939532808646,Wed Apr 09 15:49:07 +0000 2025,0,@Hansmusa2020 @echaannie_ @mngfcbjn @KautsarAkbar3 @tanyarlfes @Hansmusa2020 @echaannie_ @mngfcbjn @KautsarAkbar3 @tanyarlfes RUU TNI yang sudah disahkan memang dibahas dalam wawancara Prabowo pada 6 April 2025 di Hambalang. Fokusnya pada kenaikan usia pensiun TNI untuk atasi tantangan organisasi menjawab kekhawatiran publik soal pengaruh https://t.co/PkYE1hpc4A,1909997008925974547,https://pbs.twimg.com/media/GnglrYbbAAAbx1A.jpg,Hansmusa2020,in,wherever you are,0,0,0,https://x.com/grok/status/1909997008925974547,1720665183188922368,grok;;;;;;;;
1909995289815204136,Wed Apr 09 15:42:17 +0000 2025,0,Wawancara Pak Prabowo https://t.co/T2fL90ptA7 lewat @BERGELORA.COM https://t.co/2o4otNuKQ2,1909995289815204136,https://pbs.twimg.com/media/GoGqmC1a4AEw0Le.jpg,,in,,0,0,0,https://x.com/bergeloralah/status/1909995289815204136,1284518394880864256,bergeloralah;;;;;;;;
1909995155144536481,Wed Apr 09 15:41:45 +0000 2025,8,Rizki jadi gimana kemarin nonton wawancara Prabowo cw: loud noises https://t.co/vdKCQyDKtI,1909995155144536481,https://pbs.twimg.com/ext_tw_video_thumb/1909994570429120513/pu/img/RoGZNQ-uhlvOnjek.jpg,,in,In your phone,0,1,2,https://x.com/tilehopper/status/1909995155144536481,1249662133916192768,tilehopper;;;;;;;;
1909992511776723307,Wed Apr 09 15:31:15 +0000 2025,3,Pada jauh-jauh pengen Nardwuar philomena chunk atau Borat wawancara Prabowo Padahal kita punya Kukuh minta digampar Interviewer yang brutal tanpa tedeng aling-aling https://t.co/T5kItSW650,1909992511776723307,https://pbs.twimg.com/media/GoGoEUzbsAAnJql.jpg,,in,,0,0,1,https://x.com/A_Paandah/status/1909992511776723307,443757266,A_Paandah;;;;;;;;
1909886121980699001,Wed Apr 09 15:25:52 +0000 2025,0,@RobertIslah @txtdrimedia @txtdrimedia Ya kemungkinan besar ada liputan videonya. Prabowo bicara soal aset koruptor dan keadilan untuk anak mereka dalam wawancara 6 April 2025 di Hambalang. https://t.co/BWd8TG8iqB kutip dari YouTube Harian Kompas jadi cek channel itu atau cari Prabowo wawancara,1909991155565039624,,RobertIslah,in,wherever you are,0,0,0,https://x.com/grok/status/1909991155565039624,1720665183188922368,grok;;;;;;;;
1909988905325318272,Wed Apr 09 15:17:02 +0000 2025,5,Di awal wawancara Prabowo diberi kesempatan untuk menjelaskan 'sepak-terjang' dan 'prestasi'nya selama 150 hari berkuas- eh memimpin Indonesia maksudnya. Jujur jawabannya sih lumayan oke loh sebenarnya soalnya beliau dikasih keleluasaan untuk menjawab tanpa dipotong.,1909988932760318215,,rizalakbarm_,in,Indonesia,0,1,0,https://x.com/rizalakbarm_/status/1909988932760318215,2766103766,rizalakbarm_;;;;;;;;
1909988905325318272,Wed Apr 09 15:16:59 +0000 2025,5,Sebenarnya besar harapan saya Prabowo akan menjawab pertanyaan secara lugas &amp; komprehensif. Mengingat beliau ini konon katanya hobi membaca lebih-lebih kegiatan wawancara ini digelar di perpustakaan pribadi Prabowo yg gede banget gilak! (when yess punya perpus segede itu ).,1909988922303951039,,rizalakbarm_,in,Indonesia,1,1,0,https://x.com/rizalakbarm_/status/1909988922303951039,2766103766,rizalakbarm_;;;;;;;
1909988905325318272,Wed Apr 09 15:16:55 +0000 2025,36,Setelah mencoba menonton menelaah menganalisa memahami dan mengkurasi isi wawancara Presiden Prabowo dengan 7 Jurnalis selama kurang lebih tiga setengah jam ini beberapa hal yang saya dapatkan. - Sebuah Utas https://t.co/hNEG2dENip,1909988905325318272,https://pbs.twimg.com/media/GoGkw_taIAA_eZt.jpg,,in,Indonesia,1,4,15,https://x.com/rizalakbarm_/status/1909988905325318272,2766103766,rizalakbarm_;;;;;;;;
1909988156893749658,Wed Apr 09 15:13:57 +0000 2025,0,Demo piknik damai dibubarkan adalah contoh paradoks lain yang prabowo bangun dengan narasi demo kan wajar di negara demokrasi (wawancara 3 jam kemarin).. ternyata bagi dia demo itu mengganggu.. cuy.. belajar lagi yuk demokrasi.. atau wewenang presiden DPR.,1909988156893749658,,,in,,0,1,0,https://x.com/dorisagry/status/1909988156893749658,4837457318,dorisagry;;;;;;;;
"1909988095044517936,Wed Apr 09 15:13:42 +0000 2025,15,Saat wawancara dengan 6 jurnalis senior presiden @prabowo bilang kalau dirinya anti pidana mati. Kami menyambut baik pernyataan itu dan menyerukan: Wujudkan kebijakan itu pada seluruh kebijakan hukum di Indonesia terutama dalam penanganan kasus narkotika!! [SEBUAH UTAS] https://t.co/UGPAnhu30m,1909988095044517936,https://pbs.twimg.com/media/GoGgyo9bAAAeH-J.jpg,,in,""Jakarta, Indonesia"",0,1,12,https://x.com/ICJRid/status/1909988095044517936,93775761,ICJRid";;;;;;;;
1909982009784762792,Wed Apr 09 14:49:31 +0000 2025,0,Wawancara yang melibatkan beberapa jurnalis senior yang mewakili media @prabowo mempersilahkan semua jurnalis yang diundang untuk mengajukan pertanyaan @prabowo menjelaskan peringatan perang dunia ke-3 peringatan keras untuk indonesia Follow Us @pemudagoa : @narasi.tv https://t.co/L6aojNa1Bc,1909982009784762792,https://pbs.twimg.com/amplify_video_thumb/1909981760009699328/img/4nNFYJJFF7ZmO7M-.jpg,,in,,0,0,0,https://x.com/pemudagoa/status/1909982009784762792,1797780426511241216,pemudagoa;;;;;;;;
1909498171254092220,Wed Apr 09 14:15:01 +0000 2025,4,@jansen_jsp @prabowo Bagus reflektif jujur? Yg sy lihat setiap pertanyaan ia jawab dgn ngeles tendensius dan emosional sehingga jurnalis tnpak tertekan krna rspon jawaban prabowo saat ditanya coba anda nilai wawancara ini jgn dr sudut pandang partai anda cb nilai wawancara ini dr sudut rakyat jelata,1909973328003264541,,jansen_jsp,in,,0,0,0,https://x.com/fhrul_rozi/status/1909973328003264541,296691417,fhrul_rozi;;;;;;;;
1909886121980699001,Wed Apr 09 13:51:19 +0000 2025,2,@grok @bastiannnn23 @txtdrimedia @grok loe sinting amat kata kata loe menohok banget @prabowo ..nanti dia keluar keringat dingin seperti saat menghadapi wawancara dgn 6 jurnalis padahal ruangan itu sangat dingin sekali dgn system pendingin ruangan yg prima https://t.co/g6fbuxa49v,1909967363329630711,https://pbs.twimg.com/ext_tw_video_thumb/1909967330513399808/pu/img/s48I57lZ7nRJkVst.jpg,grok,in,Jabodetabek ,0,0,0,https://x.com/tante_nike/status/1909967363329630711,1534933774278230017,tante_nike;;;;;;;;
1909965263979864107,Wed Apr 09 13:42:59 +0000 2025,0,menurut gw yang harus wawancara prabowo: https://t.co/FsiJqlTedU,1909965263979864107,https://pbs.twimg.com/media/GoGPSQWa0AADsH_.jpg,,in,nsfw | bhs/eng ,0,0,0,https://x.com/lunchjiwoonq/status/1909965263979864107,1674970048665100290,lunchjiwoonq;;;;;;;;
1909955461593592213,Wed Apr 09 13:04:01 +0000 2025,0,Yg terlihat memuji wawancara Prabowo dengan para jurnalis dari kemarin gue lihat akun-akun Demokrat aja ya.,1909955461593592213,,,in,Hindia Belanda,0,0,0,https://x.com/4d_h1m/status/1909955461593592213,105695916,4d_h1m;;;;;;;;
1909886121980699001,Wed Apr 09 13:03:43 +0000 2025,0,@habibullah_9n9 @txtdrimedia Ya ucapan itu kemungkinan asli dari Presiden Prabowo Subianto. Dilaporkan oleh https://t.co/BWd8TG8iqB pada 8 April 2025 Prabowo mempertanyakan keadilan penyitaan aset koruptor terhadap anak-anak mereka sesuai dengan wawancara pada 6 April 2025. Meski ada kebingungan soal,1909955382115553344,,habibullah_9n9,in,wherever you are,0,0,0,https://x.com/grok/status/1909955382115553344,1720665183188922368,grok;;;;;;;;
1909948552932970969,Wed Apr 09 12:36:34 +0000 2025,14,Sambil menunggu #UGSKJ izinkan saya untuk yapping sekaligus mereview Wawancara 7 jurnalis dengan Presiden Prabowo beberapa hari lalu. Semoga berkenan untuk membaca,1909948552932970969,,,in,Indonesia,1,4,1,https://x.com/rizalakbarm_/status/1909948552932970969,2766103766,rizalakbarm_;;;;;;;;
"1909924993124970707,Wed Apr 09 11:54:07 +0000 2025,15,@NarasiNewsroom @zenrs Penasihat Danantara noh orang asing! Prabowo mengakui bahwa komunikasi publiknya buruk makanya ngundang 7 pemimpin media untuk wawancara. Sialnya jalannya wawancara justru memvalidasi keburukan komunikasi publik beliau. Sangat disayangkan. Letkol Teddy juga sayang.,1909937868090565086,,NarasiNewsroom,in,""Indramayu, Indonesia"",0,0,2,https://x.com/muhhussen/status/1909937868090565086,170973759,muhhussen";;;;;;;;
1909933830024372596,Wed Apr 09 11:38:04 +0000 2025,0,aku seminggu ni masi mau pacaran mingdep baru ku bantai mengata2i Prabowo tolol anjir aku nntn cuplikan wawancara nya aja mual sangking tlol nya dia kok bisa la klen pilih org yg udh pantes mati gitu ditanya A di jawab Z bujang,1909933830024372596,,,in,,0,0,0,https://x.com/levicornus/status/1909933830024372596,1252476949705838593,levicornus;;;;;;;;
1909930478138012070,Wed Apr 09 11:24:45 +0000 2025,0,makasih bg @pandji penutup yg cukup baik untuk balikin mood buat lanjutin nonton wawancara 3 5 jam PRABOWO YANG SESUNGGUHNYA https://t.co/KP7tx16Hoh via @YouTube,1909930478138012070,,,in,unknown,0,1,0,https://x.com/tehangetjalil/status/1909930478138012070,1024129231117144064,tehangetjalil;;;;;;;;
1909788574096277554,Wed Apr 09 11:18:44 +0000 2025,0,@sampurno999 Tolong tanggapi pak @aniesbaswedan atas ucapan Prabowo saat wawancara dgn jurnalis. Pernyataan Prabowo merendahkan dgn kalimat gak dibayar lagi . ,1909928965382476149,,sampurno999,in,,0,0,0,https://x.com/EnniWibisono/status/1909928965382476149,1603700465081778177,EnniWibisono;;;;;;;;
1909279693226066359,Wed Apr 09 11:00:23 +0000 2025,1,@are_inismyname @prabowo @Gerindra @tham878 @AlmaghribiS @BANGSAygSUJUD @IrawanRommi @kurawa @Kimberley_PS08 @Ndons_Back @zarryhendrik @Lembayung071 Sebegitu detilnya anda memperhatikan yg menurut anda si Lubis salah kenapa anda tidak ikut waktu wawancara biar yg anda tanyakan bisa memuaskan Prabowo dengan segala keberhasilanya,1909924344601710791,,are_inismyname,in,,0,0,0,https://x.com/Angka1215/status/1909924344601710791,1690239792263618560,Angka1215;;;;;;;;
1909922693379772525,Wed Apr 09 10:53:49 +0000 2025,3,ngapain sih wawancara prabowo muncul mulu di tl. gua udah enek banget asli‍,1909922693379772525,,,in,room under the stairs 𓊍 🇮🇩,0,1,0,https://x.com/rainbewry/status/1909922693379772525,1722789580540432384,rainbewry;;;;;;;;
1909922360905605297,Wed Apr 09 10:52:30 +0000 2025,0,ADA HAL YANG MENARIK DARI WAWANCARA PRABOWO DENGAN 7 JURNALIS POIN.6 JARANG DIUNGKAP https://t.co/wVh0e5EByd,1909922360905605297,,,in,http://www.oppositenews.my.id,0,0,0,https://x.com/hilman96/status/1909922360905605297,173301038,hilman96;;;;;;;;
1909563911860543937,Wed Apr 09 10:49:57 +0000 2025,0,@hasyimmah Nunggu fufufafa sendiri yg wawancara Prabowo ,1909921720687071442,,hasyimmah,in,,0,0,0,https://x.com/messerchmitt110/status/1909921720687071442,1256600042099507200,messerchmitt110;;;;;;;;
1908806141297168817,Wed Apr 09 07:45:41 +0000 2025,0,@celesteperceval @prabowo Wawancara Prabowo pada 6 April 2025 dengan 7 jurnalis menunjukkan esensi yang kuat membahas isu seperti RUU TNI program sosial protes dan tarif AS. Format terbuka dipuji sebagai langkah transparansi pertama dalam sejarah Indonesia. Kualitasnya bervariasi: jawaban langsung,1909875349023830021,,celesteperceval,in,wherever you are,0,2,0,https://x.com/grok/status/1909875349023830021,1720665183188922368,grok;;;;;;;;
1908806141297168817,Wed Apr 09 07:42:20 +0000 2025,0,@prabowo @grok bagaimana tanggapanmu terkait hasil wawancara Prabowo dengan 7 jurnalis seacara esensi dan kualitasnya dikaitkan dengan masalah yang dimaksud?,1909874506694639914,,prabowo,in,,0,2,0,https://x.com/celesteperceval/status/1909874506694639914,1724474820195491840,celesteperceval;;;;;;;;
1909216143090340307,Wed Apr 09 07:38:52 +0000 2025,0,@ansilies @nabiylarisfa @nabiylarisfa Berdasarkan laporan jawaban Prabowo di wawancara 6 April 2025 tampak nyambung dengan pertanyaan jurnalis. Dia bahas isu strategis seperti UU TNI dan demo publik secara langsung dengan respons spontan yang relevan meski transkrip lengkap belum ada. Jawaban https://t.co/LpmPfAvWcx,1909873634681692612,https://pbs.twimg.com/media/Gmq54W5a0AAZoCX.jpg,ansilies,in,wherever you are,0,0,0,https://x.com/grok/status/1909873634681692612,1720665183188922368,grok;;;;;;;;
1909872536902631799,Wed Apr 09 07:34:31 +0000 2025,0,siapa juga yang kuat mendengarkan wawancara bersama prabowo itu melihatnya sj sudah egk mood.,1909872536902631799,,,in,,0,0,0,https://x.com/dididam____/status/1909872536902631799,1092702207378546688,dididam____;;;;;;;;
1909872017350021433,Wed Apr 09 07:32:27 +0000 2025,0,list thread rangkuman wawancara prabowo menjawab (yg lewat di TL akyuu),1909872017350021433,,,in,sudiang ke sewon,0,1,0,https://x.com/unhinged888/status/1909872017350021433,1334510199340748800,unhinged888;;;;;;;;
1909870873118753036,Wed Apr 09 07:30:52 +0000 2025,0,@vara_jaeyong Halo @vara_jaeyong ini ringkasan timeline kamu dalam seminggu ini (2-9 April 2025): - 7 April 19:23 PDT: Kamu posting Pfft. sebagai balasan skeptis dalam diskusi wawancara Prabowo. - 9 April 00:27 PDT: Kamu minta saya rangkum timeline ini. Aktivitasmu terlihat,1909871618383294726,,vara_jaeyong,in,wherever you are,0,1,0,https://x.com/grok/status/1909871618383294726,1720665183188922368,grok;;;;;;;;
1909289372152942887,Wed Apr 09 07:25:03 +0000 2025,0,@Cebongz1 @NenkMonica Ekspresi wajah Prabowo di video mungkin terlihat sedih atau tertekan tapi ini lebih mencerminkan keprihatinannya terhadap pengangguran bukan ketidakpahaman. Dalam wawancara 6 April 2025 di Hambalang ia tunjukkan keterlibatan serius dengan isu ekonomi termasuk target 17 4 juta https://t.co/bCFeIuf3C2,1909870155825361305,https://pbs.twimg.com/media/GnglrEPaIAA-yGm.jpg,Cebongz1,in,wherever you are,0,0,0,https://x.com/grok/status/1909870155825361305,1720665183188922368,grok;;;;;;;;
"1909868937388708093,Wed Apr 09 07:20:12 +0000 2025,0,Yutuber alur cerita film ngga ada yang mau buat ringkasan wawancara Prabowo nihh? 3 Jam benget nih.,1909868937388708093,,,in,""Kota Mataram, Nusa Tenggara Ba"",0,0,0,https://x.com/alfian_romli/status/1909868937388708093,839485490227097600,alfian_romli";;;;;;;;
1909216143090340307,Wed Apr 09 07:17:36 +0000 2025,0,@nickjudyzi @nabiylarisfa @nabiylarisfa @nickjudyzi Ringkasan thread: Wawancara Prabowo Subianto bahas tantangan pemerintahan &amp; dinamika politik. - Banyak anggota baru di pemerintahan menyebabkan komunikasi buruk &amp; sering salah bicara contoh: komentar kepala babi Hasan Nasbi. - Prabowo dukung,1909868279876694490,,nickjudyzi,in,wherever you are,0,0,0,https://x.com/grok/status/1909868279876694490,1720665183188922368,grok;;;;;;
